# Table is orginally from arglow_groups.dat in the ESO sky model
# unsure about flux conversion so provide both the oringnal fluxes and converted
# type is defined as  Type: 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2 (Noll+2012)
# OH (X-X), O2(b-X) with the electronic states and rotational upper levels in table
# written with make_lvm_skylines_table.ipynb 2025 June 4 (Amy Jones)
# Adapted by ksl to include all lines
    wave  flux_lvm flux_eso    trans type electronic_state rotational_upper_level
6962.836 3.988e-17   0.0013 0.993769    5               43                     11
6963.796 2.760e-17   0.0009 0.993484    5               43                     11
6965.185 5.826e-17   0.0019 0.992703    5               43                     11
6966.335 2.146e-16    0.007 0.993868    4               14                      4
6969.934 2.222e-15   0.0725 0.993882    4               14                      7
6971.953 2.757e-17   0.0009 0.993509    5               43                     11
6972.993 3.676e-17   0.0012 0.993922    5               43                     11
6975.223 4.593e-17   0.0015 0.993997    5               43                     11
6976.212 5.511e-17   0.0018 0.992774    5               43                     11
6978.262 2.366e-15   0.0773 0.993949    4               14                      8
6978.572 2.234e-15    0.073 0.994003    4               14                      8
6979.711 4.896e-17   0.0016 0.993911    5               43                     12
6982.521 5.200e-17   0.0017 0.993518    5               43                     12
6983.440 7.646e-17   0.0025 0.994137    5               43                     12
6986.120 6.726e-17   0.0022 0.993328    4               14                      6
6986.330 4.586e-17   0.0015 0.992036    4               14                      6
6987.489 4.279e-17   0.0014  0.99387    5               43                     13
6987.919 3.362e-17   0.0011 0.988661    4               14                      0
6989.269 3.973e-17   0.0013 0.992077    4               14                      0
6990.858 2.750e-17   0.0009  0.99354    5               43                     13
6991.778 3.971e-17   0.0013 0.983521    5               43                     13
6995.407 4.885e-17   0.0016 0.994276    5               43                     14
6996.327 3.663e-17   0.0012 0.994321    5               43                     14
6996.577 7.021e-17   0.0023 0.994249    4               13                      0
6997.007 9.768e-17   0.0032 0.993742    4               14                      2
6997.566 6.105e-17    0.002  0.99415    4               13                      0
6999.486 8.849e-17   0.0029 0.993477    4               13                      0
7000.946 5.491e-17   0.0018 0.991725    4               13                      0
7001.925 3.050e-17    0.001 0.993889    3             -999                   -999
7002.235 4.880e-17   0.0016 0.991597    3             -999                   -999
7003.865 1.253e-15   0.0411 0.994183    4               14                      9
7005.264 4.878e-17   0.0016 0.990242    5               43                     12
7011.213 1.136e-15   0.0373 0.977969    4               14                     10
7011.633 1.084e-15   0.0356 0.993934    4               14                     10
7029.658 1.063e-16   0.0035 0.994196    4               14                      4
7041.265 4.125e-16   0.0136 0.994683    4               14                      0
7041.465 3.913e-16   0.0129 0.994586    4               14                      0
7045.014 5.154e-17   0.0017 0.994701    5               43                      0
7045.354 5.154e-17   0.0017 0.994783    5               43                     14
7046.023 1.061e-16   0.0035 0.994864    5               43                     14
7046.413 5.456e-17   0.0018 0.994737    5               43                     14
7046.953 1.849e-16   0.0061 0.991398    5               43                     13
7047.873 7.182e-16   0.0237  0.99466    4               14                      0
7048.383 5.545e-16   0.0183 0.994543    4               14                      0
7049.123 1.182e-16   0.0039 0.994343    5               43                     13
7049.582 1.545e-16   0.0051 0.994803    5               43                     12
7050.592 1.272e-16   0.0042 0.992433    5               43                     12
7051.342 1.636e-16   0.0054 0.994149    5               43                     12
7052.342 1.272e-16   0.0042 0.989239    5               43                     12
7053.401 1.393e-16   0.0046 0.994645    5               43                     11
7054.391 9.386e-17   0.0031 0.994842    5               43                     11
7055.761 8.779e-17   0.0029 0.994487    5               43                     11
7056.700 3.329e-17   0.0011 0.994096    5               43                     11
7059.570 6.959e-17   0.0023 0.992811    4               13                      0
7060.689 1.089e-16   0.0036 0.993973    5               43                     11
7062.269 8.468e-17   0.0028  0.99366    4               13                      0
7062.659 1.058e-16   0.0035 0.994411    5               43                     11
7063.709 1.572e-16   0.0052 0.994537    5               43                     11
7065.998 1.602e-16   0.0053 0.994613    5               43                     11
7067.008 2.055e-16   0.0068 0.992967    5               43                     11
7067.558 8.764e-17   0.0029 0.994115    4               14                      6
7069.587 1.782e-16   0.0059 0.994996    5               43                     12
7070.577 2.175e-16   0.0072 0.989355    5               43                     12
7073.466 1.661e-16   0.0055 0.988531    5               43                     12
7074.446 1.932e-16   0.0064 0.994026    5               43                     12
7077.625 1.328e-16   0.0044 0.993427    5               43                     13
7078.585 1.660e-16   0.0055 0.994456    5               43                     13
7082.064 1.327e-16   0.0044 0.994656    5               43                     13
7082.374 2.322e-16   0.0077 0.993392    4               14                      0
7082.693 2.382e-16   0.0079 0.991815    4               14                      0
7083.013 1.055e-16   0.0035 0.995075    5               43                     13
7085.703 3.014e-17    0.001 0.995073    1             -999                   -999
7086.792 7.836e-17   0.0026 0.995161    5               43                     14
7087.722 8.438e-17   0.0028 0.994874    5               43                     14
7088.282 3.586e-16   0.0119 0.988702    4               14                      0
