output_row,stack_row,exposure,status,elapsed_seconds,r2,rms_residual_scaled,closure_max_abs,skyline_fraction,weight_min,weight_median,weight_max
47,1130,5551,Solved,5.359516583994264,0.9440547774470349,1.3849262446717083,0.0,0.6087412305459237,0.0,0.006751513056390059,13.503026112780118
48,4993,5674,Solved,5.381519458023831,0.9802594528079126,1.2449075128595952,0.0,0.6088218692040964,0.000600486338347647,0.006719016816474739,13.438033632949477
49,5026,49925,Solved,5.540315332997125,0.9417734901756265,1.4041807355914333,0.0,0.6088218692040964,0.0,0.0067857812794185025,13.571562558837005
50,5226,5675,Solved,5.55774995801039,0.9804277508498059,1.2440506324890674,0.0,0.6088218692040964,0.0006017644592763271,0.006729646809776225,13.459293619552449
51,5252,5676,Solved,5.435243290994549,0.9798445637325945,1.2265593605131628,0.0,0.6088218692040964,0.0006002768270918962,0.006686056025750015,13.37211205150003
52,5259,49926,Solved,5.410244250000687,0.9422753261697215,1.5063771533839605,0.0,0.6088218692040964,0.0006009305790362143,0.006805498072857615,13.61099614571523
53,5280,5677,Solved,5.585951041983208,0.979516154235283,1.211752276111862,0.0,0.6088218692040964,0.0,0.006681704917697465,13.363409835394929
54,5317,5678,Solved,5.5902929170115385,0.9804684407913956,1.185892952382312,0.0,0.6088218692040964,0.0,0.006674178107727437,13.348356215454872
55,5369,5679,Solved,5.55313887502416,0.9804184934364919,1.2055703511866835,0.0,0.6088218692040964,0.0005992199686181888,0.00669080457276013,13.38160914552026
56,5438,8242,Solved,5.459569750004448,0.9507763524629638,1.6456343602023817,0.0,0.6088218692040964,0.000601829515946004,0.006804952606595203,13.609905213190405
57,5541,8244,Solved,5.6815868339908775,0.9444769716239411,1.7934772991953036,0.0,0.6087412305459237,0.0006002508432748112,0.006735231530685816,13.470463061371632
